execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
10,math,MATH-100b,100b,becnhmark/applications/MATH-bins/MATH-100b,math3,becnhmark/crashes/MATH/MATH-100b/MATH-100b.log,yes,100f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-100b
1,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
2,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
3,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
4,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
5,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
6,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
7,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
8,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
9,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
10,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-81b
1,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
2,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
3,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
4,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
5,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
6,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
7,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
8,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
9,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
10,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MATH-98b
1,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
2,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
3,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
4,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
5,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
6,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
7,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
8,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
9,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
10,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-34b
1,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
2,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
3,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
4,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
5,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
6,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
7,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
8,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
9,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
10,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/MOCKITO-3b
1,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
2,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
3,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
4,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
5,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
6,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
7,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
8,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
9,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
10,xwiki,XWIKI-14152,8.4.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14152/XWIKI-14152.log,yes,8.4.5,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-14152
1,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
2,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
3,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
4,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
5,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
6,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
7,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
8,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
9,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
10,lang,LANG-19b,19b,becnhmark/applications/LANG-bins/LANG-19b,lang3,becnhmark/crashes/LANG/LANG-19b/LANG-19b.log,yes,19f,4,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-19b
1,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
2,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
3,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
4,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
5,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
6,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
7,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
8,lang,LANG-27b,27b,becnhmark/applications/LANG-bins/LANG-27b,lang3,becnhmark/crashes/LANG/LANG-27b/LANG-27b.log,yes,27f,3,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-27b
