07:27:44.676 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.StringIndexOutOfBoundsException
07:27:44.698 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.search.SearchService.executeFetchPhase(SearchService:490)
07:31:05.070 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #18 is created.
07:31:05.070 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:07.453 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:07.454 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #19 is created.
07:31:07.454 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:13.947 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:13.947 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #20 is created.
07:31:13.948 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:15.560 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:15.565 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #21 is created.
07:31:15.565 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:20.391 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:20.392 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #22 is created.
07:31:20.392 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:21.640 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:21.640 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #23 is created.
07:31:21.640 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:24.857 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:24.857 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #24 is created.
07:31:24.857 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:27.599 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:27.599 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #25 is created.
07:31:27.600 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:30.329 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:30.329 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #26 is created.
07:31:30.330 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:33.139 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:33.140 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #27 is created.
07:31:33.140 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:35.251 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:35.251 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #28 is created.
07:31:35.252 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:36.933 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:36.934 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #29 is created.
07:31:36.934 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:39.828 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:39.829 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #30 is created.
07:31:39.829 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:42.383 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:42.384 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #31 is created.
07:31:42.385 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:49.456 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:49.457 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #32 is created.
07:31:49.457 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:51.233 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:51.234 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #33 is created.
07:31:51.234 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:52.697 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:52.698 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #34 is created.
07:31:52.698 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:31:59.474 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:31:59.474 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #35 is created.
07:31:59.475 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:00.452 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:00.452 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #36 is created.
07:32:00.452 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:06.879 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:06.879 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #37 is created.
07:32:06.880 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:10.949 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:10.950 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #38 is created.
07:32:10.950 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:12.783 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:12.783 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #39 is created.
07:32:12.783 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:15.389 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:15.390 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #40 is created.
07:32:15.390 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:21.978 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:21.978 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #41 is created.
07:32:21.978 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:31.626 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:31.627 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #42 is created.
07:32:31.627 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:32.797 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:32.797 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #43 is created.
07:32:32.797 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:35.310 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:35.310 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #44 is created.
07:32:35.310 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:39.776 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:39.777 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #45 is created.
07:32:39.777 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:41.139 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:41.139 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #46 is created.
07:32:41.140 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:44.594 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:44.595 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #47 is created.
07:32:44.595 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:47.697 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:47.698 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #48 is created.
07:32:47.698 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:48.933 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:48.933 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #49 is created.
07:32:48.933 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:55.501 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:55.502 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #50 is created.
07:32:55.502 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:32:58.890 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:32:58.891 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #51 is created.
07:32:58.891 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:02.470 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:02.470 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #52 is created.
07:33:02.470 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:03.625 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:03.628 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #53 is created.
07:33:03.628 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:09.850 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:09.851 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #54 is created.
07:33:09.851 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:13.246 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:13.246 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #55 is created.
07:33:13.246 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:16.940 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:16.940 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #56 is created.
07:33:16.941 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:19.221 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:19.222 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #57 is created.
07:33:19.222 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:20.703 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:20.703 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #58 is created.
07:33:20.703 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:22.509 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:22.509 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #59 is created.
07:33:22.509 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:24.869 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:24.869 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #60 is created.
07:33:24.869 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:28.190 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:28.190 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #61 is created.
07:33:28.190 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:34.158 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:34.159 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #62 is created.
07:33:34.159 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:35.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:35.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #63 is created.
07:33:35.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:36.463 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:36.463 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #64 is created.
07:33:36.463 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:37.910 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:37.913 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #65 is created.
07:33:37.913 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:43.086 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:43.087 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #66 is created.
07:33:43.087 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
07:33:45.532 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.ITFFForIndexedAccess@59cbe18e: 8.5
07:33:45.532 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #67 is created.
07:33:45.532 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
